spotify_id,popularity,danceability,energy,acousticness,instrumentalness,liveness,speechiness,tempo,valence,mode,key,album_release_date,release_year,release_month,release_day,release_recency,first_snapshot_date,last_snapshot_date,days_on_spotify,popularity_class
000n6Lx4yqUAslF1x3JeFY,63,0.676,0.728,0.395,0.0,0.0587,0.0965,174.089,0.938,0.0,9.0,2023-08-24,2023,8,24,454,2023-10-18,2023-11-20,33,1
001TLpmtuQMWJYyE7q9ayM,33,0.823,0.567,0.123,0.000272,0.113,0.216,136.006,0.545,1.0,2.0,2023-11-02,2023,11,2,384,2023-11-05,2023-11-05,0,0
003vvx7Niy0yvhvHt4a68B,90,0.352,0.911,0.00121,0.0,0.0995,0.0747,148.033,0.23599999999999996,1.0,1.0,2004-01-01,2004,1,1,7629,2023-10-18,2024-10-29,377,2
005L1nFVHdbcd7gvtK7zrh,48,0.854,0.453,0.314,6.42e-06,0.104,0.136,137.93,0.0818,0.0,1.0,2024-09-13,2024,9,13,68,2024-09-14,2024-09-18,4,1
005cocyIL36CVjjtUEdVSq,58,0.786,0.43600000000000005,0.411,0.0,0.107,0.0433,120.10000000000001,0.734,1.0,10.0,1996-01-01,1996,1,1,10551,2024-05-05,2024-08-01,88,1
006oGnrSZevqZTimsD2oh4,77,0.616,0.8820000000000001,0.329,1.76e-06,0.191,0.0894,134.046,0.639,1.0,5.0,2023-06-16,2023,6,16,523,2023-10-18,2023-11-25,38,2
00BjWhfYjpmRqKd1qCzdM0,53,0.83,0.727,0.33,0.0,0.0825,0.134,99.99399999999999,0.536,1.0,9.0,2024-10-23,2024,10,23,28,2024-10-26,2024-10-31,5,1
00E0Z2jrF7reoHps4zcbWQ,81,0.675,0.986,0.0868,4.96e-06,0.128,0.0974,126.004,0.57,0.0,9.0,2023-06-30,2023,6,30,509,2023-10-25,2023-10-28,3,2
00EI0kIF3M2K4wrxJmsXWF,58,0.482,0.618,0.425,0.000102,0.06189999999999999,0.0586,173.666,0.17,1.0,0.0,2024-09-13,2024,9,13,68,2024-09-14,2024-10-19,35,1
00EWeXw1RLUwCMw8pxtXAE,65,0.543,0.587,0.786,0.0,0.626,0.497,174.075,0.723,0.0,10.0,2024-10-17,2024,10,17,34,2024-10-27,2024-10-31,4,1
00FgA8qDMtKrAokzmRrsPH,34,0.736,0.668,0.271,0.000346,0.189,0.152,167.985,0.481,0.0,10.0,2024-02-16,2024,2,16,278,2024-02-18,2024-02-18,0,0
00GZFsd16gSMedK2jHATQ4,64,0.536,0.832,0.257,1.55e-05,0.105,0.105,117.991,0.676,0.0,1.0,2023-12-15,2023,12,15,341,2023-12-17,2023-12-22,5,1
00Imdq7NDBO3zbbREGgUOM,56,0.819,0.721,0.341,0.00644,0.0809,0.323,137.924,0.584,0.0,4.0,2024-10-18,2024,10,18,33,2024-10-20,2024-10-31,11,1
00Nh5jZl5ilpe6aCrhvZTb,55,0.435,0.635,0.408,0.0,0.453,0.0378,169.704,0.39,1.0,0.0,2024-04-25,2024,4,25,209,2024-06-23,2024-06-23,0,1
00PdQeNpWlEzqrMN3eauPl,65,0.767,0.442,0.708,0.245,0.114,0.0379,130.067,0.336,1.0,5.0,2024-05-23,2024,5,23,181,2024-06-16,2024-10-26,132,1
00Q3uYmFKFVYTRjbsnUq7H,77,0.787,0.633,0.508,0.0,0.0901,0.0662,124.96,0.829,1.0,6.0,2024-04-17,2024,4,17,217,2024-05-09,2024-10-03,147,2
00R2eVdkti9OZboefW2f4i,65,0.721,0.636,0.0671,0.128,0.146,0.0393,81.502,0.56,1.0,1.0,2024-09-27,2024,9,27,54,2024-09-29,2024-10-31,32,1
00THZGfbizNvMUkJsQs74K,76,0.805,0.543,0.489,0.0,0.105,0.0389,100.003,0.825,1.0,9.0,2024-02-14,2024,2,14,280,2024-02-17,2024-04-26,69,2
00TO3hVgOAgfKrRjrKEZxx,63,0.447,0.54,0.578,0.000586,0.2,0.04460000000000001,97.74699999999999,0.499,0.0,6.0,2023-01-01,2023,1,1,689,2023-10-18,2024-05-06,201,1
00WZeBWPcaMqbgSZpRHmEi,45,0.557,0.967,0.00211,0.0323,0.369,0.0391,155.011,0.81,0.0,7.0,2024-05-30,2024,5,30,174,2024-06-01,2024-06-03,2,0
00ZKeP47bZtswtANkvxz2j,88,0.734,0.22799999999999998,0.8889999999999999,0.0064199999999999995,0.10200000000000001,0.53,162.524,0.522,0.0,7.0,2023-09-29,2023,9,29,418,2023-10-18,2024-04-15,180,2
00ake6KfnzbZ2MaRLGqsyX,67,0.271,0.726,0.586,0.0,0.353,0.0527,87.425,0.532,1.0,7.0,2023-06-28,2023,6,28,511,2023-10-18,2024-04-10,175,1
00c3VyS0fPdFOZa8PNsXgX,58,0.7019999999999998,0.9230000000000002,0.20800000000000002,0.0,0.16400000000000003,0.145,104.976,0.777,1.0,5.0,2024-06-20,2024,6,20,153,2024-07-15,2024-10-24,101,1
00cxnSnMeTQS0gVbq3snhE,51,0.647,0.549,0.434,0.0,0.10400000000000001,0.028500000000000004,134.04,0.344,1.0,11.0,2024-04-18,2024,4,18,216,2024-04-20,2024-04-24,4,1
00dQwRD3LoDXazAEC4bzq2,65,0.892,0.6750000000000002,0.17,0.0,0.058600000000000006,0.332,99.974,0.369,1.0,10.0,2024-03-14,2024,3,14,251,2024-03-16,2024-03-22,6,1
00ebGdxZ77EcYqI41r5iCt,55,0.777,0.316,0.782,0.00139,0.127,0.15,141.975,0.309,0.0,9.0,2023-06-30,2023,6,30,509,2023-10-18,2024-02-11,116,1
00h9iBIZPHjHAVoNzKHIOz,80,0.7210000000000001,0.594,0.094,9.14e-06,0.107,0.0601,137.954,0.207,0.0,11.0,2024-01-01,2024,1,1,324,2024-01-12,2024-04-18,97,2
00hNKV1irlhbazTD3p7Uea,49,0.685,0.688,0.0201,0.318,0.311,0.04990000000000001,137.934,0.447,1.0,7.0,2023-06-20,2023,6,20,519,2023-10-18,2024-10-30,378,1
00hTMcTeaaMtjBCV30yAm9,47,0.638,0.667,0.779,0.000867,0.0419,0.115,107.023,0.9,1.0,7.0,1971-01-01,1971,1,1,19682,2023-12-27,2023-12-27,0,1
00hbGsdy4tMD2R0Y5n5E0C,74,0.538,0.9099999999999999,0.345,0.0,0.168,0.0451,131.175,0.822,0.0,11.0,2024-04-19,2024,4,19,215,2024-07-18,2024-10-26,100,2
00iZxf2j4qUqsSa7HOngwZ,60,0.811,0.868,0.168,0.0,0.13500000000000004,0.18,99.97599999999998,0.779,1.0,8.0,2022-09-02,2022,9,2,810,2023-10-18,2023-11-26,39,1
00jPopb33woapLbXAe4e1t,52,0.413,0.527,0.316,0.0,0.0848,0.0367,152.0,0.174,1.0,2.0,2024-02-06,2024,2,6,288,2024-02-17,2024-02-17,0,1
00rljTbzl75GxA5FNgEGE7,50,0.673,0.76,0.386,0.0,0.118,0.164,126.988,0.414,0.0,5.0,2023-10-20,2023,10,20,397,2023-11-15,2023-11-24,9,1
00rxTS5TKv3oXpDA6nWfBi,86,0.648,0.873,0.19399999999999998,5.13e-06,0.291,0.334,130.003,0.7759999999999999,0.0,11.0,2023-11-17,2023,11,17,369,2023-12-22,2024-01-11,20,2
00tMkOxR5cTF6sTq4fM3bU,51,0.7139999999999999,0.515,0.095,0.0,0.204,0.136,88.08900000000001,0.493,0.0,6.0,2024-03-29,2024,3,29,236,2024-03-30,2024-04-05,6,1
00tUE6zCYP3B4Kb4fL76Kd,17,0.818,0.496,0.298,0.515,0.113,0.0341,110.026,0.857,0.0,11.0,2023-10-26,2023,10,26,391,2023-10-29,2023-10-29,0,0
00vWmTHP6E63KXqIdbgsm9,16,0.785,0.793,0.334,2.24e-06,0.202,0.132,93.003,0.596,1.0,2.0,2024-07-26,2024,7,26,117,2024-07-27,2024-07-27,0,0
00zk0uua6s2ifh0Nc3ppfW,82,0.7739999999999999,0.577,0.037,0.627,0.12200000000000001,0.107,100.003,0.148,1.0,2.0,2023-02-24,2023,2,24,635,2023-10-18,2023-11-11,24,2
00zpoHL8I7zlPzWEbSYDgB,67,0.718,0.821,0.174,5.05e-06,0.307,0.0818,154.961,0.762,1.0,7.0,2024-03-08,2024,3,8,257,2024-04-24,2024-05-20,26,1
010H0Dcdd14DW0TOFXUkJD,40,0.779,0.404,0.00212,0.794,0.0321,0.0332,127.976,0.0662,0.0,11.0,2021-04-16,2021,4,16,1314,2023-11-16,2023-11-16,0,0
0139mjI8ijLp4SYOGjYZUG,59,0.759,0.875,0.04929999999999999,0.0,0.0997,0.0646,140.011,0.662,0.0,0.0,2024-04-29,2024,4,29,205,2024-05-23,2024-08-20,89,1
0163eXbLwh5dFhKa73n9wG,85,0.7134267515923567,0.5388471337579618,0.23236305732484078,0.0,0.07031910828025478,0.043530573248407645,123.9493821656051,0.3645541401273885,1.0,3.0,2024-04-25,2024,4,25,209,2024-04-27,2024-09-01,127,2
01CrjNySWaln8aBVJA1MAg,51,0.549,0.619,0.273,0.0,0.159,0.278,130.006,0.843,0.0,0.0,2024-10-22,2024,10,22,29,2024-10-25,2024-10-31,6,1
01GVrWU4CZgZyHFMShuQb1,70,0.626,0.513,0.453,0.00124,0.108,0.0941,160.028,0.41,0.0,0.0,2023-11-24,2023,11,24,362,2023-11-25,2024-10-31,341,1
01HSpl4qroZmNqHH8Z3B29,51,0.8219999999999998,0.739,0.157,0.0,0.289,0.259,123.91599999999998,0.421,0.0,7.0,2023-11-10,2023,11,10,376,2023-11-12,2023-11-16,4,1
01J7Q2QyqNX2gFEqfoSNju,62,0.521,0.83,0.0389,0.0041,0.306,0.0453,120.89199999999998,0.636,1.0,6.0,2024-03-01,2024,3,1,264,2024-03-04,2024-04-26,53,1
01Joxuz4Nxw92MmcW3mExc,58,0.586,0.695,0.48,0.0,0.108,0.39200000000000007,179.571,0.39799999999999996,1.0,2.0,2023-11-30,2023,11,30,356,2023-12-03,2023-12-06,3,1
01LYfVauZ0LlK5gok0HdTO,74,0.547,0.6489999999999999,0.0442,0.0,0.111,0.188,132.772,0.376,0.0,10.0,2024-03-21,2024,3,21,244,2024-03-23,2024-04-12,20,2
01Lhwz9MYE6hu58oLQjOxh,76,0.584,0.9129999999999999,0.187,0.0,0.0872,0.0883,135.987,0.326,1.0,8.0,2023-06-21,2023,6,21,518,2023-10-18,2023-11-11,24,2
01OCztdBtk4POwQcqV1LrZ,62,0.666,0.459,0.013,0.0,0.0561,0.0483,72.108,0.211,1.0,1.0,2024-09-13,2024,9,13,68,2024-09-14,2024-10-12,28,1
01TMLHykBtLND1dUc8kHPF,36,0.609,0.903,0.0706,0.0,0.348,0.0827,122.058,0.709,1.0,0.0,2022-08-13,2022,8,13,830,2024-03-06,2024-03-06,0,0
01TnMXIy7mJJQ7E8uy937N,62,0.706,0.698,0.00298,0.00375,0.116,0.0537,130.013,0.648,1.0,10.0,2024-02-29,2024,2,29,265,2024-03-03,2024-03-03,0,1
01UKgmV2TybrCjW9zRM6Cn,25,0.649,0.668,0.023,5.22e-06,0.0629,0.037,100.031,0.157,0.0,4.0,2023-10-18,2023,10,18,399,2024-04-03,2024-04-03,0,0
01VhKVS36ULA1OyAuLOid0,40,0.727,0.532,0.0918,2.22e-06,0.0917,0.422,75.928,0.343,1.0,7.0,2024-06-25,2024,6,25,148,2024-06-26,2024-06-27,1,0
01Vpd2oh65RTICFhbdLBDQ,46,0.622,0.835,0.0983,0.0,0.72,0.382,130.825,0.735,1.0,11.0,2024-05-24,2024,5,24,180,2024-05-28,2024-05-28,0,1
01W6syCgxisKd0gDqFRdEG,79,0.835,0.824,0.0416,2.52e-06,0.12199999999999998,0.288,93.932,0.323,1.0,1.0,2023-12-01,2023,12,1,355,2023-12-03,2024-04-30,149,2
01XexSX2HDgVDxnnHEBblB,76,0.6679999999999999,0.549,0.599,0.0,0.149,0.12,115.958,0.386,1.0,3.0,2024-03-08,2024,3,8,257,2024-03-23,2024-10-26,217,2
01bGkV10wuyNZzlT6amDcL,43,0.778,0.597,0.0267,0.0,0.145,0.292,83.045,0.305,0.0,5.0,2024-10-04,2024,10,4,47,2024-10-06,2024-10-06,0,0
01bQ56KQj2A2YCFmMXPxfJ,46,0.751,0.669,0.554,1.83e-05,0.0743,0.0422,126.526,0.967,0.0,2.0,1982-01-01,1982,1,1,15664,2023-12-27,2023-12-27,0,1
01fP5VcXu544TYCNSK60ha,68,0.642,0.723,0.249,0.0,0.178,0.162,125.987,0.606,0.0,7.0,2024-09-26,2024,9,26,55,2024-09-29,2024-10-19,20,1
01gUeS10npHjLSrrudMVEJ,23,0.694,0.736,0.32,0.0,0.148,0.135,158.007,0.5,0.0,8.0,2024-09-05,2024,9,5,76,2024-09-13,2024-09-13,0,0
01iNOMVE89uKaurFTDZX2Y,81,0.747,0.441,0.0872,0.0,0.167,0.105,121.925,0.714,0.0,3.0,2023-07-14,2023,7,14,495,2023-10-18,2024-06-21,247,2
01iuQsDEahOHtTikuFbTJ2,66,0.751,0.7900000000000001,0.0805,0.0,0.211,0.068,132.02,0.591,0.0,10.0,2023-12-29,2023,12,29,327,2023-12-31,2024-04-01,92,1
01ppKlDRCmPpusO3yNrSRY,89,0.619,0.619,0.40700000000000003,0.0,0.0932,0.491,125.752,0.393,1.0,2.0,2023-10-13,2023,10,13,404,2023-10-18,2024-01-12,86,2
01prGWjCTxKBxJc400zwvQ,80,0.645,0.6879999999999998,0.06060000000000001,1.4e-06,0.0601,0.04299999999999999,139.957,0.587,1.0,1.0,2024-06-27,2024,6,27,146,2024-06-29,2024-08-16,48,2
01qFKNWq73UfEslI0GvumE,89,0.853,0.824,0.0322,0.0,0.0859,0.103,108.04400000000001,0.888,1.0,1.0,2023-10-02,2023,10,2,415,2023-10-18,2024-10-31,379,2
01rXepgii5VjwHUaajNMmm,54,0.71,0.201,0.948,0.0,0.103,0.033,75.963,0.398,1.0,10.0,2024-09-19,2024,9,19,62,2024-09-21,2024-10-22,31,1
01vIbnKIo9QDYeqSc7ecoi,76,0.523,0.483,0.023899999999999998,2.05e-05,0.0992,0.0265,185.85,0.595,1.0,9.0,2024-04-12,2024,4,12,222,2024-04-13,2024-07-22,100,2
01wDqphYNeE8jO2ctaQwdb,58,0.7560000000000001,0.761,0.69,0.00036899999999999997,0.0848,0.0402,134.933,0.657,1.0,11.0,2024-04-21,2024,4,21,213,2024-06-12,2024-07-27,45,1
01yA7KxtfCIonnl9BE7ayr,65,0.799,0.588,0.176,5.959999999999999e-05,0.10900000000000001,0.0481,99.999,0.707,0.0,11.0,2024-02-16,2024,2,16,278,2024-02-18,2024-05-12,84,1
01yyVpq4GDYpkrZcTP66qG,52,0.696,0.839,0.131,0.0,0.62,0.0648,125.952,0.856,1.0,3.0,2024-06-07,2024,6,7,166,2024-06-22,2024-06-22,0,1
01zRsUiMwy2eev4L0LKZvo,52,0.676,0.713,0.0076100000000000004,0.0,0.11000000000000001,0.0452,142.043,0.23899999999999996,1.0,8.0,2024-02-02,2024,2,2,292,2024-02-04,2024-02-08,4,1
01zrETrdU6ywRoqXZXBfbV,79,0.828,0.816,0.274,1.88e-05,0.189,0.205,142.002,0.713,0.0,9.0,2023-08-04,2023,8,4,474,2023-10-18,2024-01-26,100,2
01zsTmucc72th13AWj9HPf,73,0.934,0.807,0.142,1.99e-05,0.299,0.173,127.967,0.878,1.0,6.0,2024-02-09,2024,2,9,285,2024-02-22,2024-07-22,151,2
020fQowWGE54urxH67pgFx,67,0.837,0.497,0.407,1.27e-05,0.141,0.334,141.881,0.596,0.0,4.0,2024-01-26,2024,1,26,299,2024-01-28,2024-02-02,5,1
024pThriWXJRFgGQuixYs7,75,0.613,0.9149999999999999,0.171,0.000101,0.143,0.0843,176.083,0.43,1.0,6.0,2024-06-04,2024,6,4,169,2024-06-06,2024-08-02,57,2
027ielmg4mNR1p1Ds3Mvgh,84,0.761,0.724,0.818,9.45e-05,0.107,0.325,85.899,0.514,1.0,5.0,2024-01-19,2024,1,19,306,2024-04-02,2024-06-17,76,2
02AZnoKXGEeOrTI9xrtOsg,73,0.849,0.748,0.409,0.0,0.108,0.175,102.103,0.371,0.0,9.0,2024-03-14,2024,3,14,251,2024-03-16,2024-10-31,229,2
02Cp3VTUWNed8hr69BhKz6,71,0.685,0.582,0.229,1.47e-05,0.139,0.161,82.343,0.136,0.0,2.0,2024-01-12,2024,1,12,313,2024-01-14,2024-01-15,1,2
02H58MSfVESkKyx4diDgu7,84,0.771,0.68,0.216,3.88e-05,0.287,0.05569999999999999,88.011,0.336,1.0,6.0,2024-05-24,2024,5,24,180,2024-05-25,2024-09-13,111,2
02I0Nm97YdmZ8teGFcIHEy,75,0.612,0.729,0.311,0.0,0.0495,0.487,85.511,0.786,0.0,8.0,2024-09-03,2024,9,3,78,2024-09-23,2024-10-31,38,2
02Ixue9YkjgvPD3TAQFvP1,58,0.588,0.8479999999999999,0.00039399999999999993,0.21500000000000002,0.417,0.0394,132.04,0.3940000000000001,0.0,4.0,2024-02-09,2024,2,9,285,2024-02-11,2024-03-04,22,1
02JOIeE385aLgrUrMvOjGh,62,0.713,0.59,0.284,0.0006,0.12,0.078,103.039,0.52,1.0,6.0,2023-10-05,2023,10,5,412,2023-10-18,2024-02-07,112,1
02M3v7yUtJrUiL6u9MMz1F,45,0.747,0.656,0.125,0.0,0.213,0.17800000000000002,92.027,0.229,1.0,2.0,2024-10-20,2024,10,20,31,2024-10-22,2024-10-27,5,0
02Rs1gB9idwpTtgcyciiuY,60,0.734,0.746,0.717,1.24e-05,0.141,0.0386,99.995,0.745,1.0,5.0,2023-05-01,2023,5,1,569,2023-12-12,2024-05-27,167,1
02TncUYF9edQCslkm73m24,26,0.213,0.229,0.523,0.602,0.156,0.0391,68.801,0.0455,1.0,4.0,2024-10-18,2024,10,18,33,2024-10-20,2024-10-20,0,0
02UwziGoALvpJZs87ytLbt,54,0.834,0.288,0.909,0.00424,0.135,0.522,130.173,0.289,0.0,8.0,2023-12-01,2023,12,1,355,2023-12-03,2023-12-20,17,1
02V7b4LNyNXke8WUFnui7G,60,0.436,0.554,0.23599999999999996,0.0,0.116,0.0342,100.068,0.396,1.0,2.0,2015-01-01,2015,1,1,3611,2024-03-14,2024-04-10,27,1
02VBYrHfVwfEWXk5DXyf0T,80,0.586,0.616,0.18200000000000002,0.0,0.0927,0.0324,148.088,0.719,1.0,5.0,2021-11-11,2021,11,11,1105,2024-04-04,2024-04-09,5,2
02VNbURaEjAUZ8L5BlfiXl,68,0.727,0.41,0.33,0.00188,0.136,0.376,89.001,0.264,1.0,1.0,2023-12-21,2023,12,21,335,2023-12-24,2024-01-01,8,1
02WKo37gebkkQKor2TCuTk,74,0.939,0.724,0.221,7.32e-05,0.3,0.0974,123.022,0.894,1.0,1.0,2024-08-09,2024,8,9,103,2024-10-12,2024-10-27,15,2
02YMpD1xbZZzpZbuZNvmD7,70,0.655,0.57,0.527,0.43,0.105,0.0487,121.843,0.48699999999999993,0.0,5.0,2024-07-26,2024,7,26,117,2024-07-28,2024-08-02,5,1
02bm1KDGRX3saB1iupRa3h,52,0.7760000000000001,0.791,0.275,1.64e-05,0.143,0.0415,107.954,0.961,0.0,5.0,2015-07-01,2015,7,1,3430,2023-12-26,2024-01-03,8,1
02bzUKyVOoVt7cyVcsBJI7,52,0.747,0.727,0.113,1.26e-06,0.157,0.0519,97.053,0.273,1.0,2.0,2024-09-20,2024,9,20,61,2024-09-22,2024-10-02,10,1
02cRoSfWU3RJNFyU3o4lhV,83,0.715,0.764,0.666,8.11e-06,0.148,0.0946,125.095,0.735,0.0,6.0,2024-06-20,2024,6,20,153,2024-06-22,2024-10-31,131,2
02ePjHjIiszSYqeLykvpTN,63,0.487,0.909,0.159,1.27e-06,0.304,0.0463,125.422,0.51,1.0,9.0,1995-10-02,1995,10,2,10642,2024-09-01,2024-09-05,4,1
02fHDy3xEetr1EX6qw3Cas,80,0.605,0.796,0.158,0.0,0.132,0.0633,116.97700000000002,0.526,1.0,2.0,2024-02-07,2024,2,7,287,2024-02-09,2024-02-17,8,2
02hXZxgl6XwtAdK9y2sb6B,52,0.636,0.49499999999999994,0.506,0.0,0.118,0.0446,119.779,0.334,1.0,11.0,2019-03-31,2019,3,31,2061,2023-10-18,2023-10-20,2,1
02hupCKclLtfyoQrp2xtfz,75,0.606,0.751,0.19899999999999998,0.0,0.21,0.271,65.279,0.593,0.0,5.0,2024-08-27,2024,8,27,85,2024-09-17,2024-09-21,4,2
02i6ZKG8DIUavJE4yMaBsH,64,0.838,0.819,0.259,0.0,0.304,0.358,142.044,0.712,1.0,2.0,2024-02-08,2024,2,8,286,2024-02-11,2024-02-14,3,1
02iIJMe5jh7rdnTO6dcPQL,62,0.837,0.636,0.23900000000000002,0.0,0.0683,0.0521,129.891,0.857,0.0,10.0,2024-09-04,2024,9,4,77,2024-09-06,2024-10-21,45,1
02jcEwywffn3Tsb48fXmlW,74,0.802,0.903,0.0011,0.0,0.173,0.046,128.93,0.96,0.0,11.0,2001-01-01,2001,1,1,8724,2024-03-10,2024-03-10,0,2
02jy1478NteAFV1u9HCf2y,46,0.806,0.697,0.00105,0.9419999999999998,0.0588,0.0646,124.0,0.257,0.0,10.0,2024-05-17,2024,5,17,187,2024-05-19,2024-05-23,4,1
02nm2yGw7BygWmRcbFhAlC,76,0.483,0.776,0.15,0.0,0.0709,0.0665,128.036,0.519,0.0,0.0,2024-07-12,2024,7,12,131,2024-07-13,2024-10-31,110,2
02qAdqcn1HGt3RMWMTDkSe,73,0.431,0.854,0.526,5.39e-06,0.121,0.296,64.595,0.805,0.0,0.0,2023-12-11,2023,12,11,345,2023-12-14,2024-03-14,91,2
02tNuntKQsoou5T4O8meyh,66,0.769,0.716,0.118,0.00659,0.158,0.0429,123.031,0.66,0.0,5.0,2023-10-12,2023,10,12,405,2023-10-18,2024-04-10,175,1
02wk5BttM0QL38ERjLPQJB,85,0.7520000000000001,0.65,0.653,0.00136,0.105,0.12,134.993,0.532,0.0,5.0,2023-07-21,2023,7,21,488,2023-10-18,2023-10-20,2,2
02yzyOiCFsqTGQq5gu7YBW,22,0.701,0.731,0.274,0.0,0.222,0.105,179.884,0.612,0.0,0.0,2024-05-16,2024,5,16,188,2024-05-17,2024-05-17,0,0
02zRw0q3weriUTnZJD0gBx,44,0.791,0.771,0.292,0.0,0.487,0.26,99.102,0.791,1.0,1.0,2023-12-15,2023,12,15,341,2023-12-17,2023-12-20,3,0
030OCtLMrljNhp8OWHBWW3,85,0.59,0.698,0.00017600000000000002,0.0,0.107,0.0286,95.97499999999998,0.35200000000000004,1.0,11.0,2010-03-30,2010,3,30,5349,2024-02-14,2024-02-16,2,2
030zL05q4n5QU2TvM5IMaq,30,0.788,0.57,0.507,0.0,0.0926,0.0492,94.993,0.807,1.0,2.0,2011-04-21,2011,4,21,4962,2024-06-24,2024-06-24,0,0
031b3RMm1OxdNAta0tBcvN,51,0.683,0.719,0.0377,0.0,0.106,0.339,160.338,0.803,1.0,4.0,2024-03-25,2024,3,25,240,2024-03-27,2024-03-28,1,1
0323rphB8wdBL4riIlKt0G,71,0.828,0.874,0.0297,1.78e-06,0.333,0.124,124.99300000000001,0.554,1.0,0.0,2024-06-05,2024,6,5,168,2024-06-08,2024-08-30,83,2
0333juJLFJkKr8c6XzqXCL,35,0.661,0.825,0.147,0.0,0.231,0.338,129.876,0.575,0.0,10.0,2023-12-08,2023,12,8,348,2023-12-10,2023-12-10,0,0
0336cbGmNVwmytwQh0zNeB,49,0.67,0.968,0.3,0.0,0.11199999999999999,0.0865,74.974,0.8930000000000001,0.0,6.0,2024-04-26,2024,4,26,208,2024-04-28,2024-10-31,186,1
037wIgLisUOMSRfLRrB38O,72,0.764,0.676,0.151,0.00233,0.198,0.0385,104.97,0.554,0.0,8.0,2024-04-30,2024,4,30,204,2024-05-02,2024-05-24,22,2
03AUrFPEssBCAuGThWLxDr,25,0.564,0.944,0.000702,0.46,0.145,0.0446,120.062,0.332,0.0,11.0,2023-05-17,2023,5,17,553,2023-12-31,2024-01-01,1,0
03Dpt8Z4Zww4NGJb8503zb,55,0.626,0.541,0.352,0.0,0.119,0.0308,112.001,0.255,1.0,0.0,2018-11-09,2018,11,9,2203,2023-12-26,2023-12-27,1,1
03EVFwVKaimcw3ZNkoU6x7,40,0.571,0.901,0.0222,0.0,0.114,0.0291,145.03,0.548,0.0,11.0,2024-06-28,2024,6,28,145,2024-06-29,2024-06-30,1,0
03Lzl2Twhog0E0JKj4f1zE,62,0.925,0.716,0.137,3.29e-06,0.0838,0.0969,95.051,0.492,0.0,11.0,2023-10-13,2023,10,13,404,2023-10-18,2024-09-23,341,1
03Nu6igh7gtptMbgJrcdrk,0,0.589,0.13,0.817,0.0,0.103,0.049,121.63,0.319,1.0,1.0,2024-02-23,2024,2,23,271,2024-02-25,2024-02-25,0,0
03O0bVezEElAy8AWXGTAOo,77,0.753,0.682,0.54,0.0463,0.11000000000000001,0.0446,104.963,0.376,0.0,0.0,2024-03-06,2024,3,6,259,2024-03-14,2024-06-03,81,2
03P56FVMC0MYjFCHq4iEyW,66,0.694,0.564,0.0631,2.55e-05,0.11,0.36,179.961,0.247,0.0,7.0,2024-06-14,2024,6,14,159,2024-06-16,2024-06-25,9,1
03QEu6x9S21eUkffyT3WLb,0,0.781,0.657,0.286,0.0,0.105,0.064,92.966,0.213,0.0,5.0,2024-01-25,2024,1,25,300,2024-01-27,2024-01-27,0,0
03QMANutV0NfUiEGHRQBdo,38,0.483,0.795,0.281,1.48e-05,0.0464,0.25,76.757,0.388,0.0,1.0,2024-05-23,2024,5,23,181,2024-05-25,2024-05-25,0,0
03QWlQeqMd3LIuts3X1BJI,9,0.701,0.774,0.0283,0.905,0.135,0.0352,126.001,0.211,1.0,7.0,2024-06-11,2024,6,11,162,2024-09-11,2024-09-11,0,0
03QZPaiw1N94aAFDv7k5Em,56,0.315,0.975,0.000567,0.00137,0.467,0.0685,138.197,0.436,1.0,4.0,1994-08-29,1994,8,29,11041,2024-09-01,2024-09-01,0,1
03RojRDRvvbFEPpabo3Aan,61,0.7719999999999999,0.847,0.237,0.000399,0.11099999999999999,0.0995,103.04899999999999,0.166,0.0,0.0,2023-06-09,2023,6,9,530,2023-10-18,2024-10-31,379,1
03S9ATtLIBqudkXFQsajpQ,43,0.59,0.546,0.00343,0.0,0.0932,0.0288,145.963,0.365,1.0,5.0,2024-04-28,2024,4,28,206,2024-04-30,2024-04-30,0,0
03TKjVsYvhCyaO9iAAVNve,36,0.876,0.642,0.0118,0.0,0.12,0.249,140.046,0.741,0.0,9.0,2023-11-03,2023,11,3,383,2023-11-05,2023-11-05,0,0
03VSnJoeuY3BtyuZ8RSSF4,60,0.906,0.652,0.164,0.00042800000000000005,0.102,0.0723,100.173,0.935,1.0,9.0,2024-08-28,2024,8,28,84,2024-08-30,2024-09-13,14,1
03XktnlHaenNj1tJP8zQFs,65,0.743,0.591,0.22,0.0,0.0924,0.0385,102.86299999999999,0.423,0.0,10.0,2022-09-01,2022,9,1,811,2023-10-18,2023-10-28,10,1
03Yp2uEOtPGHQ6E9XSjmyv,69,0.544,0.582,0.409,4.47e-06,0.342,0.0375,162.075,0.359,1.0,11.0,2022-07-15,2022,7,15,859,2023-10-18,2024-01-16,90,1
03dUoht4jmfAZmpgCvOIkT,45,0.698,0.482,0.00163,0.000122,0.125,0.0549,120.07,0.392,0.0,5.0,2019-08-06,2019,8,6,1933,2023-10-18,2024-10-29,377,0
03eFDbrmDPnbIHXbgXbfP3,72,0.701,0.659,0.0133,0.0,0.0782,0.223,174.864,0.511,1.0,1.0,2024-02-14,2024,2,14,280,2024-02-16,2024-03-02,15,2
03el79rU07nAtJYgX1v62f,52,0.9,0.564,0.0451,0.0192,0.0531,0.0582,113.006,0.516,1.0,1.0,2024-08-30,2024,8,30,82,2024-08-31,2024-10-31,61,1
